n_events,duration_s,mean_rate_evs,peak_rate_evs,gap_p50_s,gap_p05_s,gap_min_s,burstiness,match_id,competition_name,season_name,gender,season_start_year
3398,8638.0,0.3933780967816624,2.3,1.0,0.0,1.0,5.846792230723955,3754113,Premier League,2015/2016,male,2015
3783,8437.0,0.44838212634822805,2.8,1.0,0.0,1.0,6.2446735395188995,3754114,Premier League,2015/2016,male,2015
3332,8411.0,0.39614790155748425,2.7,1.0,0.0,1.0,6.815636254501801,3754115,Premier League,2015/2016,male,2015
3995,8529.0,0.468401922851448,2.8,1.0,0.0,1.0,5.977772215269086,3754116,Premier League,2015/2016,male,2015
3453,8426.0,0.4098029907429385,2.6,1.0,0.0,1.0,6.3445120185346076,3754117,Premier League,2015/2016,male,2015
3845,8401.0,0.45768360909415545,3.0,1.0,0.0,1.0,6.554746423927178,3754118,Premier League,2015/2016,male,2015
2978,8558.0,0.3479784996494508,2.5,1.0,0.0,1.0,7.184351914036266,3754119,Premier League,2015/2016,male,2015
3206,8510.0,0.3767332549941246,2.8,1.0,0.0,1.0,7.432314410480348,3754120,Premier League,2015/2016,male,2015
3008,8364.0,0.359636537541846,2.9,1.0,0.0,1.0,8.063696808510638,3754121,Premier League,2015/2016,male,2015
3194,8517.0,0.3750146765292944,2.7,1.0,0.0,1.0,7.1997182216656235,3754122,Premier League,2015/2016,male,2015
3333,8408.0,0.3964081826831589,2.6,1.0,0.0,1.0,6.558895889588959,3754123,Premier League,2015/2016,male,2015
3615,8639.0,0.4184512096307443,2.8,1.0,0.0,1.0,6.69134163208852,3754124,Premier League,2015/2016,male,2015
4049,8715.0,0.4646012621916236,2.7,1.0,0.0,1.0,5.811434922203014,3754125,Premier League,2015/2016,male,2015
3771,8476.0,0.4449032562529495,3.1,1.0,0.0,1.0,6.967806947759215,3754126,Premier League,2015/2016,male,2015
3780,8609.0,0.4390753862237194,2.6,1.0,0.0,1.0,5.921534391534391,3754127,Premier League,2015/2016,male,2015
3711,8513.0,0.4359215317749325,2.5,1.0,0.0,1.0,5.734977095122608,3754128,Premier League,2015/2016,male,2015
4090,8405.0,0.4866151100535396,3.0,1.0,0.0,1.0,6.165036674816625,3754129,Premier League,2015/2016,male,2015
2990,8538.0,0.3501991098617943,2.5,1.0,0.0,1.0,7.138795986622074,3754130,Premier League,2015/2016,male,2015
3222,8735.0,0.3688609044075558,2.7,1.0,0.0,1.0,7.3198324022346375,3754131,Premier League,2015/2016,male,2015
2781,8457.0,0.3288400141894289,2.5,1.0,0.0,1.0,7.602481121898598,3754132,Premier League,2015/2016,male,2015
2999,8347.0,0.35929076314843655,2.6,1.0,0.0,1.0,7.236478826275426,3754133,Premier League,2015/2016,male,2015
3199,8456.0,0.3783112582781457,2.8,1.0,0.0,1.0,7.401312910284463,3754134,Premier League,2015/2016,male,2015
3487,8498.0,0.410331842786538,2.9,1.0,0.0,1.0,7.067450530542013,3754135,Premier League,2015/2016,male,2015
3284,8361.0,0.39277598373400313,2.8,1.0,0.0,1.0,7.128745432399512,3754136,Premier League,2015/2016,male,2015
3186,8538.0,0.37315530569219957,2.5,1.0,0.0,1.0,6.699623352165725,3754137,Premier League,2015/2016,male,2015
3049,8502.0,0.35862150082333566,2.6,1.0,0.0,1.0,7.249983601180716,3754138,Premier League,2015/2016,male,2015
3332,8385.0,0.397376267143709,2.5,1.0,0.0,1.0,6.291266506602641,3754139,Premier League,2015/2016,male,2015
3896,8422.0,0.4625979577297554,2.9,1.0,0.0,1.0,6.268942505133469,3754140,Premier League,2015/2016,male,2015
3564,8540.0,0.4173302107728337,3.0,1.0,0.0,1.0,7.188552188552189,3754141,Premier League,2015/2016,male,2015
4015,8300.0,0.48373493975903614,2.5,1.0,0.0,1.0,5.168119551681196,3754142,Premier League,2015/2016,male,2015
3574,8584.0,0.4163560111835974,2.6,1.0,0.0,1.0,6.244655847789592,3754143,Premier League,2015/2016,male,2015
3896,8385.0,0.46463923673226,2.6,1.0,0.0,1.0,5.5957392197125255,3754144,Premier League,2015/2016,male,2015
4018,8348.0,0.4813128893148059,2.9,1.0,0.0,1.0,6.025186660029866,3754145,Premier League,2015/2016,male,2015
3316,8478.0,0.3911299834866714,2.5,1.0,0.0,1.0,6.3917370325693605,3754146,Premier League,2015/2016,male,2015
4174,8518.0,0.49002113172106126,3.3,1.0,0.0,1.0,6.734403449928126,3754147,Premier League,2015/2016,male,2015
2992,8556.0,0.34969611968209446,2.3,1.0,0.0,1.0,6.577139037433154,3754148,Premier League,2015/2016,male,2015
4031,8386.0,0.4806820891962795,3.2,1.0,0.0,1.0,6.657206648474324,3754149,Premier League,2015/2016,male,2015
3358,8525.0,0.393900293255132,3.0,1.0,0.0,1.0,7.616140559857057,3754150,Premier League,2015/2016,male,2015
3039,8531.0,0.35623021920056264,2.3,1.0,0.0,1.0,6.456498848305364,3754151,Premier League,2015/2016,male,2015
3390,8654.0,0.3917263693089901,2.5,1.0,0.0,1.0,6.382005899705015,3754152,Premier League,2015/2016,male,2015
2973,8533.0,0.34841204734559944,2.6,1.0,0.0,1.0,7.46242852337706,3754153,Premier League,2015/2016,male,2015
3800,8467.0,0.4488012282980985,2.5,1.0,0.0,1.0,5.570394736842106,3754154,Premier League,2015/2016,male,2015
3035,8381.0,0.3621286242691803,2.3,1.0,0.0,1.0,6.3513344316309714,3754155,Premier League,2015/2016,male,2015
3272,8436.0,0.3878615457562826,2.2,1.0,0.0,1.0,5.672127139364303,3754156,Premier League,2015/2016,male,2015
3695,8789.0,0.4204118784844692,2.4,1.0,0.0,1.0,5.708687415426252,3754157,Premier League,2015/2016,male,2015
3424,8468.0,0.4043457723193198,2.4,1.0,0.0,1.0,5.935514018691588,3754158,Premier League,2015/2016,male,2015
3824,8351.0,0.45790923242725423,3.0,1.0,0.0,1.0,6.551516736401673,3754159,Premier League,2015/2016,male,2015
3489,8526.0,0.40921885995777624,2.5,1.0,0.0,1.0,6.109200343938091,3754160,Premier League,2015/2016,male,2015
3473,8516.0,0.40782057303898545,2.5,1.0,0.0,1.0,6.130146847106248,3754161,Premier League,2015/2016,male,2015
3303,8617.0,0.38331205756063597,2.5,1.0,0.0,1.0,6.522101120193763,3754162,Premier League,2015/2016,male,2015
3909,8560.0,0.4566588785046729,2.9,1.0,0.0,1.0,6.350473266820158,3754163,Premier League,2015/2016,male,2015
3117,8475.0,0.367787610619469,2.8,1.0,0.0,1.0,7.613089509143407,3754164,Premier League,2015/2016,male,2015
3600,8404.0,0.42836744407425037,3.6,1.0,0.0,1.0,8.404,3754165,Premier League,2015/2016,male,2015
3208,8520.0,0.37652582159624415,2.9,1.0,0.0,1.0,7.701995012468827,3754166,Premier League,2015/2016,male,2015
3731,8576.0,0.43505130597014924,3.0,1.0,0.0,1.0,6.89573840793353,3754167,Premier League,2015/2016,male,2015
3241,8366.0,0.3874013865646665,2.4,1.0,0.0,1.0,6.195124961431657,3754168,Premier League,2015/2016,male,2015
3405,8559.0,0.3978268489309499,2.5,1.0,0.0,1.0,6.284140969162996,3754169,Premier League,2015/2016,male,2015
3297,8603.0,0.38323840520748575,2.6,1.0,0.0,1.0,6.784288747346072,3754170,Premier League,2015/2016,male,2015
3762,8355.0,0.45026929982046676,2.4,1.0,0.0,1.0,5.330143540669857,3754171,Premier League,2015/2016,male,2015
2670,8498.0,0.31419157448811486,2.6,1.0,0.0,1.0,8.275205992509363,3754172,Premier League,2015/2016,male,2015
4043,8348.0,0.48430761859127935,2.5,1.0,0.0,1.0,5.162008409596834,3754173,Premier League,2015/2016,male,2015
3523,8498.0,0.4145681336785126,2.4,1.0,0.0,1.0,5.789156968492762,3754174,Premier League,2015/2016,male,2015
3045,8440.0,0.36078199052132703,2.5,1.0,0.0,1.0,6.929392446633826,3754175,Premier League,2015/2016,male,2015
2957,8481.0,0.3486617144204693,2.9,1.0,0.0,1.0,8.317517754480892,3754176,Premier League,2015/2016,male,2015
3938,8473.0,0.4647704473031984,3.2,1.0,0.0,1.0,6.88511934992382,3754177,Premier League,2015/2016,male,2015
3023,8832.0,0.3422780797101449,2.6,1.0,0.0,1.0,7.596162752232882,3754178,Premier League,2015/2016,male,2015
3319,8509.0,0.39005758608532143,2.5,1.0,0.0,1.0,6.409310033142512,3754179,Premier League,2015/2016,male,2015
3375,8580.0,0.39335664335664333,2.6,1.0,0.0,1.0,6.609777777777778,3754180,Premier League,2015/2016,male,2015
3090,8412.0,0.3673323823109843,2.4,1.0,0.0,1.0,6.533592233009709,3754181,Premier League,2015/2016,male,2015
3670,8417.0,0.4360223357490792,2.7,1.0,0.0,1.0,6.192343324250682,3754182,Premier League,2015/2016,male,2015
3536,8453.0,0.4183130249615521,2.7,1.0,0.0,1.0,6.454496606334843,3754183,Premier League,2015/2016,male,2015
3732,8532.0,0.43741209563994377,2.7,1.0,0.0,1.0,6.172668810289389,3754184,Premier League,2015/2016,male,2015
3361,8460.0,0.39728132387706855,2.6,1.0,0.0,1.0,6.544480809282952,3754185,Premier League,2015/2016,male,2015
3264,8300.0,0.3932530120481928,2.6,1.0,0.0,1.0,6.611519607843137,3754186,Premier League,2015/2016,male,2015
3341,8352.0,0.40002394636015326,2.6,1.0,0.0,1.0,6.499610894941634,3754187,Premier League,2015/2016,male,2015
3249,8404.0,0.38660161827701095,2.9,1.0,0.0,1.0,7.501261926746691,3754188,Premier League,2015/2016,male,2015
3329,8352.0,0.39858716475095785,2.4,1.0,0.0,1.0,6.021267647942325,3754189,Premier League,2015/2016,male,2015
2959,8535.0,0.34669009958992386,2.6,1.0,0.0,1.0,7.499493071983778,3754190,Premier League,2015/2016,male,2015
3763,8419.0,0.4469651977669557,2.6,1.0,0.0,1.0,5.817007706617061,3754191,Premier League,2015/2016,male,2015
3232,8465.0,0.3818074424099232,3.0,1.0,0.0,1.0,7.857363861386139,3754192,Premier League,2015/2016,male,2015
3616,8479.0,0.426465385068994,2.6,1.0,0.0,1.0,6.09662610619469,3754193,Premier League,2015/2016,male,2015
3392,8524.0,0.3979352416705772,2.7,1.0,0.0,1.0,6.785023584905661,3754194,Premier League,2015/2016,male,2015
2877,8518.0,0.3377553416294905,2.7,1.0,0.0,1.0,7.9939520333680925,3754195,Premier League,2015/2016,male,2015
3468,8682.0,0.39944713199723564,2.4,1.0,0.0,1.0,6.008304498269896,3754196,Premier League,2015/2016,male,2015
3662,8422.0,0.4348135834718594,2.8,1.0,0.0,1.0,6.439541234298198,3754197,Premier League,2015/2016,male,2015
3601,8411.0,0.4281298299845441,2.9,1.0,0.0,1.0,6.773646209386281,3754198,Premier League,2015/2016,male,2015
3042,8704.0,0.34949448529411764,2.6,1.0,0.0,1.0,7.4393162393162395,3754199,Premier League,2015/2016,male,2015
3359,8523.0,0.39411005514490205,3.3,1.0,0.0,1.0,8.373295623697528,3754200,Premier League,2015/2016,male,2015
3521,8524.0,0.41306898169873296,3.1,1.0,0.0,1.0,7.504799772791821,3754201,Premier League,2015/2016,male,2015
3532,8372.0,0.4218824653607262,2.4,1.0,0.0,1.0,5.688788221970555,3754202,Premier League,2015/2016,male,2015
3149,8628.0,0.364974501622624,2.5,1.0,0.0,1.0,6.8497935852651635,3754203,Premier League,2015/2016,male,2015
3326,8408.0,0.3955756422454805,2.5,1.0,0.0,1.0,6.319903788334336,3754204,Premier League,2015/2016,male,2015
3967,8419.0,0.4711961040503623,2.3,1.0,0.0,1.0,4.881194857574993,3754205,Premier League,2015/2016,male,2015
3682,8508.0,0.4327691584391161,2.5,1.0,0.0,1.0,5.776751765344922,3754206,Premier League,2015/2016,male,2015
3429,8510.0,0.4029377203290247,2.8,1.0,0.0,1.0,6.94896471274424,3754207,Premier League,2015/2016,male,2015
3720,8465.0,0.43945658594211456,3.4,1.0,0.0,1.0,7.736827956989248,3754208,Premier League,2015/2016,male,2015
3444,8416.0,0.40922053231939165,2.7,1.0,0.0,1.0,6.597909407665505,3754209,Premier League,2015/2016,male,2015
3478,8619.0,0.4035270913098967,2.6,1.0,0.0,1.0,6.443185738930421,3754210,Premier League,2015/2016,male,2015
3321,8455.0,0.39278533412182143,2.7,1.0,0.0,1.0,6.873983739837398,3754211,Premier League,2015/2016,male,2015
3455,8476.0,0.40762151958470977,2.5,1.0,0.0,1.0,6.13314037626628,3754212,Premier League,2015/2016,male,2015
3310,8614.0,0.3842581843510564,2.8,1.0,0.0,1.0,7.286767371601208,3754213,Premier League,2015/2016,male,2015
3988,8416.0,0.4738593155893536,3.0,1.0,0.0,1.0,6.33099297893681,3754214,Premier League,2015/2016,male,2015
3363,8421.0,0.3993587459921625,2.8,1.0,0.0,1.0,7.011239964317572,3754215,Premier League,2015/2016,male,2015
3866,8564.0,0.45142456795889774,2.8,1.0,0.0,1.0,6.202586652871184,3754216,Premier League,2015/2016,male,2015
3732,8656.0,0.4311460258780037,2.5,1.0,0.0,1.0,5.798499464094319,3754217,Premier League,2015/2016,male,2015
3072,8450.0,0.36355029585798815,2.5,1.0,0.0,1.0,6.876627604166667,3754218,Premier League,2015/2016,male,2015
3058,8603.0,0.35545739858189,2.4,1.0,0.0,1.0,6.751863963374755,3754219,Premier League,2015/2016,male,2015
3580,8553.0,0.41856658482403836,2.9,1.0,0.0,1.0,6.92840782122905,3754220,Premier League,2015/2016,male,2015
3707,8410.0,0.4407847800237812,2.6,1.0,0.0,1.0,5.898570272457514,3754221,Premier League,2015/2016,male,2015
3367,8409.0,0.40040432869544534,2.9,1.0,0.0,1.0,7.242678942678943,3754222,Premier League,2015/2016,male,2015
3193,8353.0,0.3822578714234407,2.6,1.0,0.0,1.0,6.8016911994989036,3754223,Premier League,2015/2016,male,2015
3629,8404.0,0.4318181818181818,2.6,1.0,0.0,1.0,6.021052631578947,3754224,Premier League,2015/2016,male,2015
3421,8404.0,0.40706806282722513,2.5,1.0,0.0,1.0,6.141479099678457,3754225,Premier League,2015/2016,male,2015
3165,8544.0,0.37043539325842695,2.7,1.0,0.0,1.0,7.288720379146921,3754226,Premier League,2015/2016,male,2015
2943,8514.0,0.3456659619450317,2.7,1.0,0.0,1.0,7.811009174311928,3754227,Premier League,2015/2016,male,2015
4093,8346.0,0.4904145698538222,3.3,1.0,0.0,1.0,6.72900073295871,3754228,Premier League,2015/2016,male,2015
3956,8379.0,0.4721327127342165,3.3,1.0,0.0,1.0,6.9895601617795755,3754229,Premier League,2015/2016,male,2015
3621,8467.0,0.4276603283335302,2.6,1.0,0.0,1.0,6.07959127312897,3754230,Premier League,2015/2016,male,2015
3172,8489.0,0.37366003062787134,2.6,1.0,0.0,1.0,6.958196721311476,3754231,Premier League,2015/2016,male,2015
3317,8428.0,0.3935690555291884,3.1,1.0,0.0,1.0,7.876635514018692,3754232,Premier League,2015/2016,male,2015
3506,8609.0,0.4072482285979789,2.5,1.0,0.0,1.0,6.13876212207644,3754233,Premier League,2015/2016,male,2015
3526,8318.0,0.4238999759557586,2.6,1.0,0.0,1.0,6.133522404991491,3754234,Premier League,2015/2016,male,2015
2905,8426.0,0.34476619985758367,2.5,1.0,0.0,1.0,7.251290877796902,3754235,Premier League,2015/2016,male,2015
3141,8731.0,0.3597526056580002,2.6,1.0,0.0,1.0,7.2271887933779055,3754236,Premier League,2015/2016,male,2015
3036,8570.0,0.3542590431738623,3.2,1.0,0.0,1.0,9.032938076416338,3754237,Premier League,2015/2016,male,2015
3454,8561.0,0.4034575400070085,2.8,1.0,0.0,1.0,6.940011580775912,3754238,Premier League,2015/2016,male,2015
3509,8558.0,0.41002570694087404,2.4,1.0,0.0,1.0,5.853291536050157,3754239,Premier League,2015/2016,male,2015
3499,8363.0,0.41839052971421736,2.6,1.0,0.0,1.0,6.214289797084882,3754240,Premier League,2015/2016,male,2015
3512,8458.0,0.41522818633246633,2.5,1.0,0.0,1.0,6.020785876993166,3754241,Premier League,2015/2016,male,2015
3829,8528.0,0.44899155722326456,2.8,1.0,0.0,1.0,6.236197440585008,3754242,Premier League,2015/2016,male,2015
3272,8559.0,0.3822876504264517,2.7,1.0,0.0,1.0,7.062744498777507,3754243,Premier League,2015/2016,male,2015
3188,8619.0,0.36988049657732913,2.6,1.0,0.0,1.0,7.029297365119198,3754244,Premier League,2015/2016,male,2015
3078,8373.0,0.36761017556431386,2.6,1.0,0.0,1.0,7.072709551656921,3754245,Premier League,2015/2016,male,2015
4025,8287.0,0.4857004947508145,2.6,1.0,0.0,1.0,5.353093167701863,3754246,Premier League,2015/2016,male,2015
3471,8527.0,0.4070599272897854,2.8,1.0,0.0,1.0,6.878594065110918,3754247,Premier League,2015/2016,male,2015
3304,8399.0,0.39338016430527445,2.6,1.0,0.0,1.0,6.609382566585956,3754248,Premier League,2015/2016,male,2015
4264,8347.0,0.5108422187612316,2.8,1.0,0.0,1.0,5.481144465290806,3754249,Premier League,2015/2016,male,2015
3419,8538.0,0.4004450691028344,2.9,1.0,0.0,1.0,7.241942088329921,3754250,Premier League,2015/2016,male,2015
3345,8601.0,0.3889082664806418,2.7,1.0,0.0,1.0,6.942511210762332,3754251,Premier League,2015/2016,male,2015
3448,8540.0,0.40374707259953163,2.5,1.0,0.0,1.0,6.19199535962877,3754252,Premier League,2015/2016,male,2015
4093,8440.0,0.4849526066350711,3.0,1.0,0.0,1.0,6.186171512338138,3754253,Premier League,2015/2016,male,2015
3700,8408.0,0.4400570884871551,2.5,1.0,0.0,1.0,5.681081081081081,3754254,Premier League,2015/2016,male,2015
3436,8756.0,0.3924166285975331,2.8,1.0,0.0,1.0,7.135273573923166,3754255,Premier League,2015/2016,male,2015
3727,8345.0,0.44661473936488916,2.6,1.0,0.0,1.0,5.821572310169037,3754256,Premier League,2015/2016,male,2015
3251,8684.0,0.3743666513127591,2.9,1.0,0.0,1.0,7.746416487234697,3754257,Premier League,2015/2016,male,2015
3672,8429.0,0.435638865820382,2.6,1.0,0.0,1.0,5.968246187363834,3754258,Premier League,2015/2016,male,2015
3509,8480.0,0.41379716981132075,2.4,1.0,0.0,1.0,5.799943003704759,3754259,Premier League,2015/2016,male,2015
3605,8285.0,0.4351237175618588,2.7,1.0,0.0,1.0,6.205131761442441,3754260,Premier League,2015/2016,male,2015
3787,8760.0,0.43230593607305934,2.6,1.0,0.0,1.0,6.0142593081594935,3754261,Premier League,2015/2016,male,2015
3681,8448.0,0.4357244318181818,2.6,1.0,0.0,1.0,5.967074164629177,3754262,Premier League,2015/2016,male,2015
3334,8367.0,0.39847018047089755,2.5,1.0,0.0,1.0,6.273995200959808,3754263,Premier League,2015/2016,male,2015
4084,8481.0,0.4815469873835633,2.5,1.0,0.0,1.0,5.191601371204701,3754264,Premier League,2015/2016,male,2015
3461,8384.0,0.41281011450381677,2.6,1.0,0.0,1.0,6.298295290378504,3754265,Premier League,2015/2016,male,2015
2912,8527.0,0.3415034595989211,3.0,1.0,0.0,1.0,8.784684065934066,3754266,Premier League,2015/2016,male,2015
3307,8346.0,0.3962377186676252,2.8,1.0,0.0,1.0,7.066465074085274,3754267,Premier League,2015/2016,male,2015
3381,8572.0,0.39442370508632757,2.5,1.0,0.0,1.0,6.338361431529133,3754268,Premier League,2015/2016,male,2015
3759,8394.0,0.44781987133666906,2.4,1.0,0.0,1.0,5.359297685554669,3754269,Premier League,2015/2016,male,2015
3630,8488.0,0.4276625824693685,2.5,1.0,0.0,1.0,5.84573002754821,3754270,Premier League,2015/2016,male,2015
3567,8437.0,0.4227806092212872,2.5,1.0,0.0,1.0,5.9132324081861505,3754271,Premier League,2015/2016,male,2015
3700,8422.0,0.4393255758727143,2.6,1.0,0.0,1.0,5.9181621621621625,3754272,Premier League,2015/2016,male,2015
3192,8471.0,0.3768150159367253,2.4,1.0,0.0,1.0,6.3691729323308275,3754273,Premier League,2015/2016,male,2015
3278,8587.0,0.38173983929195293,2.6,1.0,0.0,1.0,6.81092129347163,3754274,Premier League,2015/2016,male,2015
3596,8374.0,0.42942440888464295,3.7,1.0,0.0,1.0,8.616184649610679,3754275,Premier League,2015/2016,male,2015
3132,8521.0,0.36756249266518015,2.3,1.0,0.0,1.0,6.257439335887611,3754276,Premier League,2015/2016,male,2015
3305,8589.0,0.3847945045989056,2.6,1.0,0.0,1.0,6.756853252647504,3754277,Premier League,2015/2016,male,2015
3519,8429.0,0.41748724641119944,2.9,1.0,0.0,1.0,6.946319977266269,3754278,Premier League,2015/2016,male,2015
3380,8535.0,0.39601640304628,2.9,1.0,0.0,1.0,7.32292899408284,3754279,Premier League,2015/2016,male,2015
3552,8652.0,0.4105409153952843,2.3,1.0,0.0,1.0,5.602364864864865,3754280,Premier League,2015/2016,male,2015
3451,8528.0,0.40466697936210133,2.4,1.0,0.0,1.0,5.9308026658939434,3754281,Premier League,2015/2016,male,2015
3627,8489.0,0.42725880551301687,2.9,1.0,0.0,1.0,6.787455197132616,3754282,Premier League,2015/2016,male,2015
3695,8345.0,0.4427801078490114,2.6,1.0,0.0,1.0,5.871989174560216,3754283,Premier League,2015/2016,male,2015
3821,8322.0,0.45914443643354963,2.8,1.0,0.0,1.0,6.098298874640146,3754284,Premier League,2015/2016,male,2015
3129,8670.0,0.36089965397923873,2.7,1.0,0.0,1.0,7.4813039309683615,3754285,Premier League,2015/2016,male,2015
2994,8603.0,0.3480181332093456,2.5,1.0,0.0,1.0,7.183533734134936,3754286,Premier League,2015/2016,male,2015
3268,8426.0,0.38784713980536434,2.7,1.0,0.0,1.0,6.961505507955937,3754287,Premier League,2015/2016,male,2015
3175,8544.0,0.3716058052434457,2.5,1.0,0.0,1.0,6.7275590551181095,3754288,Premier League,2015/2016,male,2015
3287,8407.0,0.3909837040561437,2.9,1.0,0.0,1.0,7.417188926072407,3754289,Premier League,2015/2016,male,2015
3483,8534.0,0.4081321771736583,2.7,1.0,0.0,1.0,6.615503875968993,3754290,Premier League,2015/2016,male,2015
3287,8436.0,0.38963963963963966,2.4,1.0,0.0,1.0,6.159537572254335,3754291,Premier League,2015/2016,male,2015
3000,8471.0,0.35414945106835083,2.3,1.0,0.0,1.0,6.494433333333333,3754292,Premier League,2015/2016,male,2015
3088,8604.0,0.3589028358902836,2.9,1.0,0.0,1.0,8.080181347150258,3754293,Premier League,2015/2016,male,2015
3554,8692.0,0.40888173032673725,3.0,1.0,0.0,1.0,7.33708497467642,3754294,Premier League,2015/2016,male,2015
3454,8351.0,0.41360316129804814,2.9,1.0,0.0,1.0,7.011551823972206,3754295,Premier League,2015/2016,male,2015
3859,8495.0,0.45426721600941733,2.5,1.0,0.0,1.0,5.503368748380409,3754296,Premier League,2015/2016,male,2015
3585,8516.0,0.4209722874589009,2.6,1.0,0.0,1.0,6.176178521617852,3754297,Premier League,2015/2016,male,2015
3514,8652.0,0.40614886731391586,2.5,1.0,0.0,1.0,6.155378486055777,3754298,Premier League,2015/2016,male,2015
3795,8409.0,0.4513021762397431,2.6,1.0,0.0,1.0,5.761106719367589,3754299,Premier League,2015/2016,male,2015
3564,8521.0,0.4182607675155498,3.3,1.0,0.0,1.0,7.889814814814815,3754300,Premier League,2015/2016,male,2015
3503,8467.0,0.41372386913901027,3.0,1.0,0.0,1.0,7.251213245789324,3754301,Premier League,2015/2016,male,2015
2963,8658.0,0.34222684222684224,2.6,1.0,0.0,1.0,7.597300033749578,3754302,Premier League,2015/2016,male,2015
3443,8408.0,0.4094909609895338,3.6,1.0,0.0,1.0,8.791402846354922,3754303,Premier League,2015/2016,male,2015
3293,8460.0,0.3892434988179669,2.5,1.0,0.0,1.0,6.422714849681142,3754304,Premier League,2015/2016,male,2015
3528,8457.0,0.4171692089393402,2.8,1.0,0.0,1.0,6.711904761904762,3754305,Premier League,2015/2016,male,2015
3156,8433.0,0.3742440412664532,2.4,1.0,0.0,1.0,6.412927756653992,3754306,Premier League,2015/2016,male,2015
3528,8470.0,0.41652892561983473,2.8,1.0,0.0,1.0,6.722222222222221,3754307,Premier League,2015/2016,male,2015
3107,8404.0,0.3697049024274155,2.7,1.0,0.0,1.0,7.303121982619891,3754308,Premier League,2015/2016,male,2015
3328,8401.0,0.3961433162718724,2.3,1.0,0.0,1.0,5.805979567307692,3754309,Premier League,2015/2016,male,2015
3723,8347.0,0.4460285132382892,2.7,1.0,0.0,1.0,6.053424657534247,3754310,Premier League,2015/2016,male,2015
3689,8506.0,0.4336938631554197,2.2,1.0,0.0,1.0,5.072702629438873,3754311,Premier League,2015/2016,male,2015
3777,8377.0,0.4508774024113644,2.9,1.0,0.0,1.0,6.431903627217369,3754312,Premier League,2015/2016,male,2015
3796,8411.0,0.45131375579598143,2.9,1.0,0.0,1.0,6.42568493150685,3754313,Premier League,2015/2016,male,2015
3552,8415.0,0.4221033868092692,2.6,1.0,0.0,1.0,6.159628378378378,3754314,Premier League,2015/2016,male,2015
3361,8463.0,0.3971404939146875,2.5,1.0,0.0,1.0,6.295001487652484,3754315,Premier League,2015/2016,male,2015
3704,8634.0,0.4290016214964095,2.7,1.0,0.0,1.0,6.293682505399569,3754316,Premier League,2015/2016,male,2015
3213,8426.0,0.38131972466176123,3.1,1.0,0.0,1.0,8.129660753190166,3754317,Premier League,2015/2016,male,2015
3422,8409.0,0.4069449399452967,3.1,1.0,0.0,1.0,7.617738164815898,3754318,Premier League,2015/2016,male,2015
3636,8465.0,0.4295333727111636,2.6,1.0,0.0,1.0,6.053080308030803,3754319,Premier League,2015/2016,male,2015
3900,8462.0,0.46088395178444813,2.9,1.0,0.0,1.0,6.29225641025641,3754320,Premier League,2015/2016,male,2015
3783,8484.0,0.4458981612446959,2.6,1.0,0.0,1.0,5.830927835051547,3754321,Premier League,2015/2016,male,2015
4009,8421.0,0.4760717254482841,2.8,1.0,0.0,1.0,5.881466699925167,3754322,Premier League,2015/2016,male,2015
3245,8445.0,0.384251036116045,2.9,1.0,0.0,1.0,7.547149460708782,3754323,Premier League,2015/2016,male,2015
3178,8541.0,0.37208757756702965,3.0,1.0,0.0,1.0,8.062617998741347,3754324,Premier League,2015/2016,male,2015
3587,8463.0,0.423844972232069,2.7,1.0,0.0,1.0,6.37025369389462,3754325,Premier League,2015/2016,male,2015
3167,8425.0,0.37590504451038576,2.8,1.0,0.0,1.0,7.448689611619829,3754326,Premier League,2015/2016,male,2015
3825,8589.0,0.44533705902899057,3.1,1.0,0.0,1.0,6.961019607843138,3754327,Premier League,2015/2016,male,2015
3897,8437.0,0.4618940381652246,2.6,1.0,0.0,1.0,5.62899666410059,3754328,Premier League,2015/2016,male,2015
3326,8353.0,0.3981802945049683,3.0,1.0,0.0,1.0,7.534275405892965,3754329,Premier League,2015/2016,male,2015
3604,8470.0,0.4255017709563164,2.5,1.0,0.0,1.0,5.875416204217536,3754330,Premier League,2015/2016,male,2015
3145,8372.0,0.3756569517439083,2.3,1.0,0.0,1.0,6.122607313195548,3754331,Premier League,2015/2016,male,2015
3300,8481.0,0.38910505836575876,3.1,1.0,0.0,1.0,7.9670000000000005,3754332,Premier League,2015/2016,male,2015
3550,8406.0,0.4223173923388056,3.1,1.0,0.0,1.0,7.340450704225352,3754333,Premier League,2015/2016,male,2015
3161,8415.0,0.3756387403446227,2.8,1.0,0.0,1.0,7.453970262575134,3754334,Premier League,2015/2016,male,2015
3234,8657.0,0.3735705209656925,3.0,1.0,0.0,1.0,8.03061224489796,3754335,Premier League,2015/2016,male,2015
3538,8468.0,0.4178082191780822,2.8,1.0,0.0,1.0,6.701639344262294,3754336,Premier League,2015/2016,male,2015
3421,8429.0,0.4058607189464942,2.9,1.0,0.0,1.0,7.145308389359837,3754337,Premier League,2015/2016,male,2015
3588,8647.0,0.4149415982421649,2.7,1.0,0.0,1.0,6.506939799331104,3754338,Premier League,2015/2016,male,2015
3285,8902.0,0.36901819815771736,2.2,1.0,0.0,1.0,5.961765601217657,3754339,Premier League,2015/2016,male,2015
3396,8761.0,0.38762698322109346,2.7,1.0,0.0,1.0,6.965459363957598,3754340,Premier League,2015/2016,male,2015
